Location,Date,A/T(¡ÆC),MI/T(¡ÆC),MA/T(¡ÆC),D/P(mm),MA/W,A/W(m/s),A/PT(¡ÆC),A/RH(%),A/SP(hPa),A/LAP(hPa),MA/SLP(hPa),MI/SLP(hPa),A/SLP(hPa),TST(hr),A/GT(¡ÆC),T/RYN
90,2016-02-23,3.3,-1,8.2,0.5,8.8,3.5,-5,58.3,4.3,1024.6,1031.1,1023.6,1026.9,9.7,3.6,X
90,2016-02-24,-1.5,-3.3,1.1,2,5,1.7,-3.4,89.8,4.9,1029.2,1033.3,1029.7,1031.5,0.4,1.3,X
90,2016-02-25,1.2,-3.6,4,0,6.8,2.8,-10.8,41.3,2.8,1027.7,1033,1027.4,1030,9.4,1.3,X
90,2016-02-26,1.7,-1.8,5.3,,4.8,2.2,-10.6,42.9,2.9,1024.2,1028.8,1024.9,1026.5,10.5,3,X
90,2016-02-27,1.9,-2.1,4.9,,4.2,1.7,-3.6,68.1,4.7,1021.8,1025.4,1022.7,1024.1,7.2,3.1,X
90,2016-02-28,1.2,-1.9,4.7,6,6.8,2,-0.1,91.3,6.1,1018.6,1025,1018.1,1020.9,3.7,1.2,X
90,2016-02-29,-1.7,-3.9,0.7,,4.6,2.3,-9.5,56.4,3.1,1019.4,1026.5,1017.7,1021.7,7.2,0.5,X
90,2016-03-01,-0.3,-7.6,5,,4.9,2.1,-13.5,37,2.2,1021.8,1026.8,1020.9,1024.1,10.2,1.6,X
90,2016-03-02,5.8,0.1,9.6,,5.5,2.4,-4.3,48,4.5,1018.3,1024.1,1017.6,1020.6,8.8,4,X
90,2016-03-03,7.2,3.9,11.5,,7.4,2.2,3.3,79.1,7.9,1021,1025.9,1019.6,1023.2,9.9,7,X
90,2016-03-04,4.6,3.8,6,,4.7,2.2,3.4,92.8,7.9,1026.3,1031.1,1025.7,1028.6,0,5.5,X
90,2016-03-05,4.4,3.4,6.5,18.2,5.8,1.7,3.8,96.8,8,1018.7,1030.1,1015.5,1021,0,4.8,X
90,2016-03-06,5.8,2.5,10.7,,3,1.3,2.6,81.5,7.4,1015.5,1021.2,1014.4,1017.8,7.8,8.5,X
90,2016-03-07,5.2,1.6,9.2,,2.8,1.1,2.3,82.9,7.3,1016.5,1021.6,1016.3,1018.7,1.7,7,X
90,2016-03-08,5.4,1.3,8.3,,6.9,1.5,-6.5,42.9,3.8,1017.4,1022.1,1016.5,1019.6,4.3,5.8,X
90,2016-03-09,-0.5,-2.5,3.1,11.5,8,2.8,-3.9,81.6,4.8,1021.7,1025.9,1022,1024,0,1,X
90,2016-03-10,-0.9,-4.3,1.8,,6.9,2.2,-9.9,51.9,2.9,1021.9,1025.5,1022.5,1024.2,10.2,1.6,X
90,2016-03-11,-0.8,-4.4,2.4,,4,1.7,-12.8,40.9,2.4,1021.4,1025,1022.7,1023.7,10.9,2.9,X
90,2016-03-12,3.3,-3.3,8.6,,4,1.6,-8.3,43.1,3.4,1020.9,1024.9,1021.3,1023.2,9.5,3.5,X
90,2016-03-13,6.3,2.8,9.9,,3.8,1.7,-4.1,47.5,4.5,1019.6,1024,1019.5,1021.9,1.9,5,X
90,2016-03-14,3.1,-0.8,6.3,,5.3,1.5,-3.8,61,4.6,1019.3,1023.6,1020.2,1021.6,3.8,3.3,X
90,2016-03-15,6.7,-1.4,11.5,,6.3,1.8,-4.6,46.3,4.3,1018.4,1023.2,1018.4,1020.7,8.1,4.5,X
90,2016-03-16,13.1,8.6,18.8,,8.8,2.6,-8.8,21.6,3.2,1015.3,1019.1,1015.3,1017.5,8.3,9.4,X
90,2016-03-17,12.7,5.9,17.4,,5.3,1.9,-2.1,39,5.5,1015.1,1019.9,1014.8,1017.3,8.1,8.7,X
90,2016-03-18,13.3,8.8,19.4,,5,1.8,5.2,59.6,8.9,1007.9,1015,1006.7,1010.1,9,13,X
90,2016-03-19,9.1,5.2,14.3,,5.5,1.7,3,66.1,7.6,1013.8,1020.3,1009.9,1016,8.3,9.7,X
90,2016-03-20,6.4,1.9,8.6,,4.1,1.7,1.5,71.8,6.9,1020.7,1024.6,1020.3,1023,0,6.3,X
90,2016-03-21,7.8,0.4,12.5,,5.5,2,1.9,69.1,7.1,1019.2,1025.2,1017.1,1021.5,10.8,8.8,X
90,2016-03-22,10.1,4.3,16.1,,4.9,1.9,-1.9,51.5,5.7,1014.3,1020.4,1013.8,1016.5,4.4,8.8,X
90,2016-03-23,4.6,1.8,6.3,2.1,3.1,1.4,1.3,79,6.7,1018.9,1023.9,1019.6,1021.2,0,6.5,X
90,2016-03-24,5.1,0.8,9.4,,4.3,2.1,-2.3,59.3,5.2,1023.5,1027.1,1023.9,1025.7,9,6.5,X
90,2016-03-25,4.7,0.7,10.2,0,3.5,1.6,0.3,74.1,6.3,1022,1027.1,1022.4,1024.2,5.7,5.8,X
90,2016-03-26,6.8,0.9,12,,2.7,1.3,0.6,65.3,6.4,1017.6,1022.4,1018.2,1019.9,11,8.9,X
90,2016-03-27,9.4,2.8,14,,4,1.5,-0.6,50.1,6,1014.6,1018.3,1015.5,1016.8,11,9.6,X
90,2016-03-28,14,7.5,20.4,,5.1,1.8,-5.3,27.3,4.2,1015.6,1019.6,1016.1,1017.8,10.9,11.8,X
90,2016-03-29,16,11.4,21.5,0,7.3,3.7,-0.8,33.3,5.9,1011.7,1017.9,1009.4,1013.9,5.1,14.3,X
90,2016-03-30,13.3,9,21,,6.9,2.2,1.4,46.6,6.9,1014.7,1018.2,1015,1016.9,11.2,14.3,X
90,2016-03-31,14.4,9,19.9,,7,2.3,-0.5,37.3,6,1012.2,1017.5,1012,1014.4,9.7,14.9,X
90,2016-04-01,8.9,6.9,15.1,,6.9,2.8,3.9,75.4,8.3,1015.2,1020.6,1013,1017.4,6.7,12.4,X
90,2016-04-02,9.6,6.7,13.3,,4.8,1.9,6.9,84.3,10,1015.6,1020.5,1014.2,1017.8,7.3,14.8,X
90,2016-04-03,8.7,6.3,9.9,2.1,4.9,1.5,7.6,93.5,10.4,1016.8,1022.7,1015.8,1019,0,10.6,X
90,2016-04-04,9,4.2,14.3,,4.4,2,6.3,84.1,9.6,1011.8,1016.6,1011.9,1014,10,13,X
90,2016-04-05,15.8,7,23.4,,6.4,2.3,-0.7,36.8,5.9,1010.1,1014.9,1009.8,1012.3,11.4,15.2,X
90,2016-04-06,12.6,9.1,16,,4.3,1.7,7,70.8,10.2,1013.3,1019.4,1009.7,1015.5,7.2,15.2,X
90,2016-04-07,12,9.3,16.3,10.4,4.8,1.6,9.2,85.6,11.7,1005.7,1010.9,1006.1,1007.9,4.8,14.4,X
90,2016-04-08,17.6,10.5,23,,7.4,2.8,-1.2,32.8,6.2,1008.4,1013.7,1007.1,1010.6,11.9,14.1,X
90,2016-04-09,18.3,10.3,24.1,,7.9,3.8,3.3,40.8,8.3,1007.5,1012.3,1007.4,1009.6,8.8,16.2,X
90,2016-04-10,8.2,5.8,10.4,0.2,6.9,2.6,2.1,66.8,7.2,1015.4,1021.4,1012.1,1017.6,0,10.3,X
90,2016-04-11,7.6,3.6,11.8,0,5.2,2.3,1.8,68.6,7,1019.8,1023.5,1021.1,1022,4.5,11.9,X
90,2016-04-12,8.7,3.9,12,,3.5,1.4,5.3,79.8,9,1012.3,1021.3,1008.6,1014.5,2.2,11.8,X
90,2016-04-13,14.4,8.7,19.9,0,4.9,1.8,9.1,71.8,11.6,1003.3,1008.8,1003.5,1005.5,6.7,16.3,X
90,2016-04-14,13.6,7.6,21,,7.8,1.7,7.2,69.1,10.2,1008.9,1020.4,1005.4,1011.1,11.1,17.8,X
90,2016-04-15,11.1,4.7,15.6,,8.7,3.2,5.5,69.1,9.1,1016.3,1021.9,1015.4,1018.5,11.4,15.2,X
90,2016-04-16,14,8.4,22.4,32.3,5.2,1.8,7.9,70.6,10.8,1005.6,1016.4,994.2,1007.7,5.4,15,X
90,2016-04-17,14,10.9,18,11.2,10.4,4.7,3.9,54.8,8.5,994.7,1007.7,983.1,996.8,10.2,13.7,X
90,2016-04-18,11.9,6.6,19.9,11.4,7.5,3.5,1.9,55.6,7.3,1008.9,1015.1,1006.7,1011.1,9.2,12.9,X
90,2016-04-19,10.9,6.5,15.6,,5.5,2.4,6.2,73.6,9.5,1018.5,1022.9,1014.3,1020.7,11.6,14.6,X
90,2016-04-20,14.7,8.2,21,0,4.3,1.5,5.2,54.5,8.9,1014.1,1021.8,1012.5,1016.3,2,13.7,X
90,2016-04-21,11.4,9.3,15.2,9.9,4.7,1.4,11,97.5,13.1,1003.7,1013.6,1002.4,1005.9,0,14,X
90,2016-04-22,20.3,9,29.3,,5.8,2.3,6.7,43.9,9.9,1002.2,1009.2,1001.1,1004.2,11.1,17.5,X
90,2016-04-23,16.3,11.7,19.8,,3.9,2,-2.9,28.8,5.1,1009.2,1012.8,1009.2,1011.3,10.3,15.9,X
90,2016-04-24,12.7,6.8,17.7,,3.4,1.4,1.2,47.4,6.7,1014.5,1018.6,1012.8,1016.6,12.2,15.8,X
90,2016-04-25,15.9,6.1,23.8,,6.6,2.3,5.2,51.1,9,1013.3,1017.1,1013.3,1015.4,11.9,16.6,X
90,2016-04-26,12.2,9,19.3,,8,4.1,6.6,70.9,9.7,1017.6,1021.2,1014.5,1019.8,7.4,14.8,X
90,2016-04-27,9.2,8.5,10.3,,4.6,2.5,6.2,81.9,9.5,1013.2,1019.9,1011.5,1015.4,0,11.5,X
90,2016-04-28,9.3,6.4,13.8,,4.4,1.9,6.2,81.9,9.5,1008.6,1012.5,1009.6,1010.8,9.7,13.4,X
90,2016-04-29,12.7,5.2,19.1,,4.5,1.7,6.9,70.3,10,1008.6,1012.5,1008.4,1010.7,11.9,17.3,X
90,2016-04-30,17.2,11,23,0,7.7,2.9,8.9,62.4,11.4,1005.9,1011,1004.3,1008,6,18.2,X
90,2016-05-01,13.9,10.3,20.9,,5.8,2.6,9.3,78.3,11.8,1009.9,1014.7,1008,1012.1,1.5,16.6,X
90,2016-05-02,13,9.1,18.9,2.7,4.5,1.6,10.8,87.5,13,1009,1015.2,1006.6,1011.2,7.9,18.7,X
90,2016-05-03,14.4,11.6,20.6,3.8,8.8,3.2,9,73.5,11.9,988.6,1006.6,984.3,990.7,1.1,14,X
90,2016-05-04,16.9,12.2,21.3,0.6,10.7,6.6,2.7,39.8,7.5,993.3,1006.7,986.6,995.4,5.8,16.8,X
90,2016-05-05,18.2,13.3,25.1,,8.9,3.1,2.7,39.5,7.7,1008.9,1013.5,1006.6,1011,6.6,17.9,X
90,2016-05-06,13.6,11.2,20.4,0.5,5,1.9,9.7,80,12.1,1002.5,1009,1000.8,1004.7,0.6,14.2,X
90,2016-05-07,18,13,24.7,,5.7,2,6.7,49.9,9.9,1008.8,1017,1005.5,1010.9,12.3,20.8,X
90,2016-05-08,15.6,10.9,20.8,,4.1,1.4,9.7,70,12.1,1013.9,1018.9,1013.3,1016.1,11.9,20.7,X
90,2016-05-09,15.5,12,21.6,,5.1,1.3,10.7,74.4,12.8,1008.2,1013.5,1008.2,1010.3,2.2,19.4,X
90,2016-05-10,11.5,10.2,14.1,20.5,6,3.3,10.8,95.8,12.9,1007.7,1011.5,1008,1009.9,0,13.2,X
90,2016-05-11,13.1,9.1,17.5,0.2,6.1,2.5,8.5,76.5,11.2,1006.5,1009.6,1007.2,1008.7,12.9,18,X
90,2016-05-12,19.3,10.4,25.7,,7.5,2.2,8.6,54,11.4,1006.8,1011,1006.7,1008.9,12.5,19.6,X
90,2016-05-13,15.5,8.7,21.7,,9.9,2.9,6.8,57,10.1,1018,1024.4,1008.9,1020.2,9.9,19.6,X
90,2016-05-14,13.1,7.3,17,,4.6,2,9.7,80.9,12.2,1021.6,1027.3,1020.2,1023.8,11.3,19.3,X
90,2016-05-15,12.9,11.2,15.3,4.7,4.6,2.2,11.1,89.4,13.2,1007.4,1020.2,1002.7,1009.5,5.1,18.9,X
90,2016-05-16,18.7,11.2,23.9,0.7,7.2,3.3,2.7,40,7.7,1003.4,1009,1002.3,1005.6,10.6,18.7,X
90,2016-05-17,21.3,13.8,28.1,,5.1,1.9,5.9,38,9.4,1010.7,1014.9,1009,1012.8,13.6,22.8,X
90,2016-05-18,21.2,15.7,28.2,,5.9,2,8.5,46.6,11.1,1014.1,1017.1,1014.8,1016.2,12.9,25.4,X
90,2016-05-19,19.3,13.4,27.9,,4.7,1.6,10.5,61,12.9,1015.7,1019.4,1016.3,1017.9,13.6,25.8,X
90,2016-05-20,13.4,10.8,17.7,,3,1.3,12,91.8,14.1,1017.4,1020.3,1018.1,1019.6,11.7,22.2,X
90,2016-05-21,15.9,9.9,20.6,,3.3,1.5,11.3,75,13.6,1017.6,1021.3,1018.4,1019.8,12.3,24.3,X
90,2016-05-22,16.6,11,21.4,,3.4,1.2,12.9,79.5,15.1,1016.2,1019.5,1017.1,1018.3,12.4,25.3,X
90,2016-05-23,17,13.3,20.4,0,3.6,1.3,15.1,89.3,17.3,1010.9,1017.5,1009.5,1013.1,8.3,24.4,X
90,2016-05-24,18.3,13.9,23.7,1.9,5.9,1.8,13,73.8,15.1,1002.3,1009.5,1001.8,1004.4,4.3,19.8,X
90,2016-05-25,22.3,16,26.5,,6.7,2.5,11.7,51.8,13.8,1004.9,1008,1004.1,1007,12.7,26.9,X
90,2016-05-26,21.8,18.9,24.3,0.1,4.5,1.9,12.9,58.1,15,1005.7,1008.9,1006.3,1007.8,0.3,20.2,X
90,2016-05-27,19.3,16.5,23.2,,4.6,1.6,13.5,70.3,15.5,1008.5,1013.5,1007.9,1010.6,9.7,25.7,X
90,2016-05-28,22.5,16.5,29,,6.2,2,11.5,52.9,13.7,1003.7,1008.1,1003.9,1005.7,13.3,29.5,X
90,2016-05-29,21.5,15.5,27.1,,3,1.2,11,52.8,13.2,1000.2,1004.6,1000.8,1002.3,7.3,27.1,X
90,2016-05-30,17.3,14.3,26,,5.7,2.9,13.1,80.8,15.3,1003.6,1008.6,1002.8,1005.7,6.4,24.2,X
90,2016-05-31,21.8,16.9,26.1,,4.4,1.9,11.8,55.8,14.2,1003.7,1009.6,1003.6,1005.8,10.1,27.4,X
90,2016-06-01,17.8,14.4,21.6,,3.8,1.5,13.5,77.4,15.7,1007.9,1010.7,1008.4,1010,13.8,27.9,X
90,2016-06-02,18.7,12.6,23.3,0.5,5.9,2.1,11.3,63.6,13.6,1008.1,1011.9,1008.1,1010.2,13.9,28,X
90,2016-06-03,23.9,15.6,29.3,0.4,5.6,2.2,12.6,53.8,14.9,1005.9,1011.3,1006.3,1007.9,12.4,28.3,X
90,2016-06-04,21.2,17.1,26.1,,3.6,1.4,12.7,60.1,14.7,1005.6,1010.4,1005.9,1007.7,2.4,24,X
90,2016-06-05,16.9,15.3,19.4,,8.8,3.1,14.3,85.3,16.3,1012.1,1016.6,1010.2,1014.2,4.5,23.8,X
90,2016-06-06,18,15.7,21.9,,4.4,1.5,15.2,84.6,17.4,1012.2,1016.1,1012.3,1014.3,3.3,24.2,X
90,2016-06-07,18.9,16.9,22.1,0,4,1.6,17,89.3,19.3,1008.6,1013.1,1009,1010.7,4,27,X
90,2016-06-08,19.3,17.5,22.6,0.4,3.6,1.8,18,92.6,20.6,1007.3,1010.7,1008.1,1009.4,2.5,26.3,X
90,2016-06-09,19.1,16.5,21.6,,5.1,1.9,17.7,91.8,20.2,1009.7,1012.7,1009.6,1011.8,5.7,25.4,X
90,2016-06-10,19.5,15.1,23.6,,5.7,2,17.2,87.5,19.7,1009.3,1013.3,1009.3,1011.4,10.6,28.1,X
90,2016-06-11,22.9,17.6,27.4,0.1,4.2,1.3,18.3,76.6,21,1006.6,1010.4,1007,1008.7,7.3,27.8,X
90,2016-06-12,21.9,17.6,29.5,30.9,5.6,2.2,19.1,85.4,22.1,1003.3,1007.4,1004,1005.4,4.3,26.6,X
90,2016-06-13,18.6,17.5,21.4,0,5.3,2.4,16.8,89.9,19.1,1001.8,1005.1,1002,1003.9,0.2,21.9,X
90,2016-06-14,18.2,16.8,20,1.3,4.1,1.6,16.9,92.9,19.3,1002.6,1005.4,1003.4,1004.7,0,20.9,X
90,2016-06-15,19,17.7,22,8.8,3.8,1.2,18.6,98,21.5,998.7,1005.3,997.6,1000.8,0.8,21.1,X
90,2016-06-16,21.7,17.7,28,0,4.6,2.2,17.1,77.5,19.5,995.4,999.4,995.9,997.5,7.8,23.1,X
90,2016-06-17,26.5,21.8,30.5,,4.3,1.9,14.8,49.3,16.9,1002.6,1008.2,999.3,1004.7,9.7,24.4,X
90,2016-06-18,24.4,19.9,29.1,,4.3,1.7,17.5,68.3,20.2,1007.7,1011.2,1007.8,1009.7,12.8,26,X
90,2016-06-19,19.4,17.8,21.6,0,5.6,2.6,17.5,89,19.9,1005.5,1009.5,1005.2,1007.6,4.9,23.7,X
90,2016-06-20,20.6,18.1,23.6,,5.2,1.6,18.5,88.6,21.4,1005,1008.2,1006,1007.1,5.6,24.8,X
90,2016-06-21,20.6,18.9,22.4,,4.1,1.9,18.6,88.9,21.4,1006.6,1009.6,1007.6,1008.7,0.1,23.5,X
90,2016-06-22,19.4,18.9,20.4,4.3,2.9,1.1,19,97.9,22,1006,1009.7,1007.1,1008.1,0,21.5,X
90,2016-06-23,20.9,18.8,24.4,0,5,1.5,19.5,92,22.6,1003.7,1007.9,1003.9,1005.8,5.1,24.2,X
90,2016-06-24,19.3,16.4,21.5,10,7.7,1.8,18.7,96.4,21.6,997,1004,996.3,999.1,0.2,21.6,X
90,2016-06-25,22.8,16.7,28.2,,7.9,2.3,14.3,59.8,16.3,998.4,1004.2,997,1000.4,9.2,23.3,X
90,2016-06-26,23.9,18.9,29.4,,3.8,1.6,15.8,62.1,18,1005,1009.3,1004,1007.1,14.1,26.6,X
90,2016-06-27,21.6,18.4,25.5,,2.6,0.9,17.5,78.9,20.1,1007.2,1010.2,1008,1009.3,3.2,23.5,X
90,2016-06-28,19.9,18.7,23.4,,3.6,1.5,18.1,90,20.8,1009.7,1013.3,1009.5,1011.8,2.5,24.3,X
90,2016-06-29,21.1,19,24.5,0.3,2.5,1.3,19.2,89.9,22.3,1009.4,1013,1010.1,1011.5,6.4,26.7,X
90,2016-06-30,22.2,19.8,25.5,5.2,3,1.4,20.3,89.3,23.8,1006.5,1010.7,1006.7,1008.6,8,27.9,X
90,2016-07-01,22.6,19.7,27.2,80,5.4,1.2,20.4,88,24,1003,1008,999.8,1005.1,0.1,23.4,X
90,2016-07-02,22.7,19.7,25.7,14.8,6,2.2,19.7,84.1,23,1001,1004.8,999.4,1003.1,9.3,25.8,X
90,2016-07-03,23.9,19.9,27.9,,3.6,1.1,19.7,78,22.9,1006.6,1010.6,1004.5,1008.7,5.5,25,X
90,2016-07-04,20.2,19.1,22.2,35.7,2.6,1.2,19.6,96.5,22.8,1011.2,1015.9,1010.4,1013.3,0.1,22.3,X
90,2016-07-05,19.1,17.2,20.6,206.4,5.5,2.5,18.7,97.6,21.6,1010.9,1015.5,1011.5,1013,0,20.3,X
90,2016-07-06,18.1,17,19.9,2.3,2.9,1.3,17.4,95.8,19.8,1013.9,1016.8,1014,1016,0,20.5,X
90,2016-07-07,19.5,17.8,22.6,,3.5,1.3,18.1,92.1,20.8,1012.7,1016.4,1012.8,1014.8,4.3,22.3,X
90,2016-07-08,21.2,17.4,26.1,,3,1.2,19.9,92.9,23.3,1007.7,1013,1007.5,1009.8,11.9,26.1,X
90,2016-07-09,23.1,18.2,28.1,,3.3,1.1,21,88.8,24.9,1003.1,1007.6,1003.4,1005.2,13.5,27.6,X
90,2016-07-10,24.3,20.8,27.2,,3.4,1,21.5,85.3,25.7,1002.2,1005.8,1003,1004.2,11.3,28.8,X
90,2016-07-11,23.1,21,25.7,,2.5,1.1,22.1,94.5,26.6,1003,1006.5,1003.6,1005,3.5,27.2,X
90,2016-07-12,23.1,21.7,25.9,1.2,5.2,1.7,22.2,94.8,26.7,999.9,1003.7,1000.9,1001.9,0.6,25.5,X
90,2016-07-13,22.6,21.1,25.6,,2.9,1.1,21.9,96.4,26.3,997.4,1001.4,997.8,999.5,2.3,25.9,X
90,2016-07-14,24.2,21.8,27.8,7.3,4.5,1.2,20.7,82.3,24.5,1000.8,1006.2,999.4,1002.9,6.5,27.2,X
90,2016-07-15,23.8,21.3,27.3,0.2,2.9,1.2,19.3,76.9,22.5,1004,1007,1005.4,1006.1,3.6,25.8,X
90,2016-07-16,19.9,19,22.1,110.6,7.7,2.2,19.3,96.5,22.3,1002.1,1005.8,1003,1004.2,0,20.7,X
90,2016-07-17,20.3,19.5,23.2,3.4,5.3,1.6,19.6,96.3,22.8,1005,1009.6,1004.3,1007.1,1,22.2,X
90,2016-07-18,21.6,19.2,24.5,,3.1,1.5,20.2,92.4,23.7,1008.2,1011.9,1009,1010.3,4.5,24.8,X
90,2016-07-19,22.2,20.7,25,,3.6,1.3,20.5,90.5,24.1,1011.1,1014.3,1011.7,1013.2,0,24.1,X
90,2016-07-20,22,20.5,24.6,0.2,2.8,1.1,20.3,90.5,23.8,1012.6,1015.6,1013.8,1014.7,0.5,24.2,X
90,2016-07-21,21.8,19.6,23.8,,2.9,1.2,20.5,92.5,24.1,1011.6,1015,1012.4,1013.7,0.3,23.8,X
90,2016-07-22,23,20.6,25.8,,3.7,1.6,20.7,87.4,24.4,1010.2,1013.3,1010.8,1012.3,4.1,25.7,X
90,2016-07-23,22.4,20.9,24.2,1.3,2.9,0.9,21.1,92.4,25,1008.2,1011.8,1009.5,1010.3,0.1,24.3,X
90,2016-07-24,22.1,20.6,23.9,3.9,5,1.2,21.1,94.8,25.1,1008.2,1011.3,1009.4,1010.3,0.1,24.4,X
90,2016-07-25,22.8,21,25.1,,3.1,1.2,22,95.6,26.5,1008.4,1011.5,1009.3,1010.5,3.4,25.1,X
90,2016-07-26,24.2,22.1,26.5,,4,1.3,22.9,93.4,28,1003.8,1009.3,1003.4,1005.9,3,25.8,X
90,2016-07-27,27.1,25.1,28.7,0,2.5,1.1,22.3,76,27,1000.6,1003.7,1001.5,1002.6,0,25.3,X
90,2016-07-28,27.2,23.9,30.3,2.6,3.7,1.3,23.7,82.5,29.5,1002.2,1006.7,1002.4,1004.2,10,29.1,X
90,2016-07-29,27.9,25.1,31.9,0.2,5.1,1.5,22.2,71.9,26.9,1005.2,1008.4,1006,1007.2,3.9,26.6,X
90,2016-07-30,28.1,25.5,31.2,,2.1,1.1,24.8,82.8,31.3,1007.8,1011.1,1007.9,1009.9,11.8,30,X
90,2016-07-31,26.4,23.5,29.4,7.7,5.7,1.2,24.8,91.6,31.4,1009.1,1012.6,1009.3,1011.2,4,29.6,X
90,2016-08-01,26,23.3,28.8,26.8,3.4,1.2,24.3,90.9,30.4,1008.1,1011.2,1008.2,1010.2,7.8,28.3,X
90,2016-08-02,26.1,23.3,28.3,,4,1.2,24.3,90.4,30.4,1007.6,1010.4,1008.2,1009.6,4.7,28.2,X
90,2016-08-03,26.3,23.6,29.6,,2.6,1.3,24.1,88.3,30.1,1007.8,1010.5,1009.2,1009.9,10,29.7,X
90,2016-08-04,26.1,22.3,29.8,,2.9,1.3,23.3,85.1,28.7,1008.7,1011.5,1009.9,1010.7,12.5,29.1,X
90,2016-08-05,25.7,20.9,29.8,,3.8,1.3,22.9,85.8,28.1,1008.2,1011.1,1009.3,1010.2,13,29.1,X
90,2016-08-06,25.7,20.3,29.9,,4.2,1.2,22.2,82.5,26.9,1005.9,1010.1,1006.3,1008,13,29.4,X
90,2016-08-07,28.4,23.5,33.5,,3.9,1.2,24.4,79.6,30.6,1003.8,1006.8,1004.5,1005.8,11.4,31,X
90,2016-08-08,25.4,23.1,29.8,8.6,5.3,1.8,23.2,88.1,28.5,1006.8,1011.1,1006.4,1008.9,6.3,27.4,X
90,2016-08-09,25.2,22.8,28.3,,3.4,1.4,21.4,80.4,25.5,1008.1,1011.2,1008.8,1010.1,9.4,27.9,X
90,2016-08-10,26.7,21.9,31.6,,4.9,1.1,23.4,83.1,28.9,1006.7,1010.2,1007.4,1008.7,12.1,29.3,X
90,2016-08-11,28.5,25.2,32.3,,3.1,0.9,24.2,78,30.2,1006.3,1009.8,1007.5,1008.3,12.8,31,X
90,2016-08-12,28.6,24.2,33.2,,2.9,0.9,24.2,78.3,30.3,1003.9,1007.7,1004.6,1005.9,13.1,32.3,X
90,2016-08-13,30.5,25.6,35.9,,4,1,24.8,72.6,31.3,1001.9,1004.8,1002.7,1003.9,9.7,32,X
90,2016-08-14,28.8,26.7,34.4,0.2,2,0.6,25.5,83.3,32.8,1000.8,1003.8,1001.5,1002.8,2.2,29,X
90,2016-08-15,28.3,26.5,30.6,,4.1,1.3,25.1,83.1,31.8,1000.1,1003,1001.2,1002.1,3.8,31.3,X
90,2016-08-16,25.9,22.5,29.2,5.2,6.9,1.4,23.3,86.3,28.7,1000.8,1003.6,1001.7,1002.8,6.6,28.7,X
90,2016-08-17,26.7,23.3,30.2,,3.6,1.5,23.4,82.9,28.9,1002.2,1005.5,1003,1004.2,11.6,30.9,X
90,2016-08-18,27.1,23.4,30.5,,3.9,1.7,24.1,84.3,30.1,1004.4,1007.6,1005,1006.4,5.1,30,X
90,2016-08-19,26.7,25.1,29.8,5.8,3.5,1.2,24.6,89.3,30.9,1005.8,1009.4,1006.4,1007.9,0.1,28.5,X
90,2016-08-20,27,24.4,30.8,,3.1,1.3,24.5,87,30.7,1006.1,1009.1,1007,1008.1,6.5,29.7,X
90,2016-08-21,25.9,23,29.9,3.4,2.8,1.2,23.2,86,28.5,1005.4,1008.4,1006.5,1007.4,4.4,29.5,X
90,2016-08-22,26.4,22.9,30.3,,2.5,1.5,23.2,83.1,28.4,1005.7,1008.7,1006.9,1007.8,9.3,29.5,X
90,2016-08-23,26.2,22.5,30,,4,1.9,22.6,81.1,27.4,1006,1009,1007,1008,11.2,29.7,X
90,2016-08-24,25.6,23.3,28.7,,4.4,1.2,22.1,81.9,26.6,1005.1,1008.3,1006.2,1007.1,1.9,26.9,X
90,2016-08-25,25.8,22,31.7,31.5,9.5,1.7,22.5,83.4,27.2,1002.3,1006.6,1001.8,1004.3,4.4,28,X
90,2016-08-26,19.6,15.9,24.1,18.9,9.9,2.5,14.7,75.3,16.8,1010.7,1014,1006.3,1012.8,8.3,23.9,X
90,2016-08-27,21.8,16.2,25.4,0,4.2,2.1,15,66.1,17.1,1009.9,1014.2,1009.5,1012,8.8,23.5,X
90,2016-08-28,19.6,16.9,23,65.4,7.8,3.7,16.9,85.5,19.3,1004.7,1009.6,1005.1,1006.8,0,20.1,X
90,2016-08-29,19.2,15.3,22.1,14.5,8.4,4,15.3,78.9,17.4,999.7,1005.4,996.7,1001.8,0.1,19.4,X
90,2016-08-30,19.6,16.8,22.8,5.6,4.5,1.8,15.2,76.3,17.3,987.6,996.8,984.4,989.6,0.6,19.8,X
90,2016-08-31,21.2,19.3,23,1,6.8,2.9,12.8,59,14.8,981.9,991.2,979.4,983.9,0,18.5,X
90,2016-09-01,22.8,19,28.6,3.5,7.7,2.4,17.1,72.1,19.8,997.9,1005.6,990.9,999.9,9.8,22.2,X
90,2016-09-02,21.6,18.5,24.6,0,5.1,1.9,19.2,87,22.3,1006.5,1010.8,1005,1008.6,2.6,22.3,X
90,2016-09-03,20.7,18.6,22.5,17.9,3.3,0.8,20.4,98.8,24,1008.4,1011.9,1009.5,1010.5,0,21.9,X
90,2016-09-04,21.8,21,23,2.4,4.6,1.8,21.1,96.1,24.9,1010.6,1013.7,1011.8,1012.7,0,22.9,X
90,2016-09-05,22.3,21,24.6,0.1,2.9,1,21.2,94,25.1,1008.3,1012,1008.9,1010.4,1.2,24.2,X
90,2016-09-06,23,20.6,25.9,,3.9,1.2,21.1,89.5,25.1,1005.5,1009.5,1005.9,1007.6,8.2,24.9,X
