L1cati1n,A/T(°C),MI/T(°C),MA/T(°C),D/P(mm),MA/W,A/W(m/s),A/PT(°C),A/RH(P),A/SP(hPa),A/LAP(hPa),MA/SLP(hPa),MI/SLP(hPa),A/SLP(hPa),TST(hr),A/GT(°C),T/RYN
90.00,1.30,3.70,4.90,0.00,6.00,2.40,8.10,51.80,3.50,1010.60,1018.00,1009.00,1012.90,3.80,0.50,0.00
90.00,1.80,2.20,5.30,1.10,7.20,2.60,10.70,42.90,2.90,1015.80,1023.00,1009.60,1018.10,9.90,0.70,0.00
90.00,1.20,3.80,5.40,0.00,3.80,1.50,8.40,51.30,3.40,1023.80,1027.20,1022.90,1026.10,10.10,1.00,0.00
90.00,2.10,3.00,5.20,0.00,2.30,1.20,0.50,89.50,6.50,1023.90,1028.00,1024.00,1026.20,7.70,1.70,0.00
90.00,2.70,1.60,3.70,2.70,4.60,1.40,2.50,99.00,7.30,1016.60,1024.10,1015.70,1018.90,0.00,1.80,0.00
90.00,3.60,1.20,5.80,13.40,7.30,2.10,3.40,99.00,7.80,1007.90,1015.70,1003.60,1010.20,0.00,3.50,0.00
90.00,0.30,3.20,2.10,8.30,5.30,2.00,3.10,82.60,5.00,1007.30,1015.80,1003.90,1009.60,1.10,1.40,0.00
90.00,3.00,5.90,0.40,0.00,5.10,2.50,15.30,38.90,1.90,1013.80,1017.90,1013.80,1016.10,10.10,0.50,0.00
90.00,0.30,4.00,3.60,0.00,7.00,2.90,10.90,44.90,2.70,1012.40,1017.80,1010.50,1014.60,8.10,0.20,0.00
90.00,2.60,3.20,6.90,0.00,5.50,2.10,11.80,34.10,2.50,1018.30,1022.80,1017.60,1020.60,10.10,0.90,0.00
90.00,6.20,0.70,10.30,0.00,7.60,2.80,3.20,52.90,5.00,1016.40,1021.20,1016.80,1018.70,7.70,2.00,0.00
90.00,5.80,2.70,8.50,0.00,6.40,2.70,8.50,35.60,3.30,1021.40,1027.40,1017.10,1023.60,2.00,2.40,0.00
90.00,1.80,1.50,4.60,0.00,8.50,2.60,7.20,52.60,3.70,1020.30,1027.20,1019.10,1022.60,7.40,1.90,0.00
90.00,1.50,2.40,6.00,0.00,6.00,2.20,16.70,25.10,1.70,1024.60,1030.30,1021.30,1026.90,10.20,2.00,0.00
90.00,3.00,0.90,6.30,0.00,4.10,1.60,10.80,36.50,2.90,1026.30,1031.50,1026.10,1028.60,2.70,2.40,0.00
90.00,3.30,1.00,8.20,0.50,8.80,3.50,5.00,58.30,4.30,1024.60,1031.10,1023.60,1026.90,9.70,3.60,0.00
90.00,1.50,3.30,1.10,2.00,5.00,1.70,3.40,89.80,4.90,1029.20,1033.30,1029.70,1031.50,0.40,1.30,0.00
90.00,1.20,3.60,4.00,0.00,6.80,2.80,10.80,41.30,2.80,1027.70,1033.00,1027.40,1030.00,9.40,1.30,0.00
90.00,1.70,1.80,5.30,0.00,4.80,2.20,10.60,42.90,2.90,1024.20,1028.80,1024.90,1026.50,10.50,3.00,0.00
90.00,1.90,2.10,4.90,0.00,4.20,1.70,3.60,68.10,4.70,1021.80,1025.40,1022.70,1024.10,7.20,3.10,0.00
90.00,1.20,1.90,4.70,6.00,6.80,2.00,0.10,91.30,6.10,1018.60,1025.00,1018.10,1020.90,3.70,1.20,0.00
90.00,1.70,3.90,0.70,0.00,4.60,2.30,9.50,56.40,3.10,1019.40,1026.50,1017.70,1021.70,7.20,0.50,0.00
90.00,0.30,7.60,5.00,0.00,4.90,2.10,13.50,37.00,2.20,1021.80,1026.80,1020.90,1024.10,10.20,1.60,0.00
90.00,5.80,0.10,9.60,0.00,5.50,2.40,4.30,48.00,4.50,1018.30,1024.10,1017.60,1020.60,8.80,4.00,0.00
90.00,7.20,3.90,11.50,0.00,7.40,2.20,3.30,79.10,7.90,1021.00,1025.90,1019.60,1023.20,9.90,7.00,0.00
90.00,4.60,3.80,6.00,0.00,4.70,2.20,3.40,92.80,7.90,1026.30,1031.10,1025.70,1028.60,0.00,5.50,0.00
90.00,4.40,3.40,6.50,18.20,5.80,1.70,3.80,96.80,8.00,1018.70,1030.10,1015.50,1021.00,0.00,4.80,0.00
90.00,5.80,2.50,10.70,0.00,3.00,1.30,2.60,81.50,7.40,1015.50,1021.20,1014.40,1017.80,7.80,8.50,0.00
90.00,5.20,1.60,9.20,0.00,2.80,1.10,2.30,82.90,7.30,1016.50,1021.60,1016.30,1018.70,1.70,7.00,0.00
90.00,5.40,1.30,8.30,0.00,6.90,1.50,6.50,42.90,3.80,1017.40,1022.10,1016.50,1019.60,4.30,5.80,0.00
90.00,0.50,2.50,3.10,11.50,8.00,2.80,3.90,81.60,4.80,1021.70,1025.90,1022.00,1024.00,0.00,1.00,0.00
90.00,0.90,4.30,1.80,0.00,6.90,2.20,9.90,51.90,2.90,1021.90,1025.50,1022.50,1024.20,10.20,1.60,0.00
90.00,0.80,4.40,2.40,0.00,4.00,1.70,12.80,40.90,2.40,1021.40,1025.00,1022.70,1023.70,10.90,2.90,0.00
90.00,3.30,3.30,8.60,0.00,4.00,1.60,8.30,43.10,3.40,1020.90,1024.90,1021.30,1023.20,9.50,3.50,0.00
90.00,6.30,2.80,9.90,0.00,3.80,1.70,4.10,47.50,4.50,1019.60,1024.00,1019.50,1021.90,1.90,5.00,0.00
90.00,3.10,0.80,6.30,0.00,5.30,1.50,3.80,61.00,4.60,1019.30,1023.60,1020.20,1021.60,3.80,3.30,0.00
90.00,6.70,1.40,11.50,0.00,6.30,1.80,4.60,46.30,4.30,1018.40,1023.20,1018.40,1020.70,8.10,4.50,0.00
90.00,13.10,8.60,18.80,0.00,8.80,2.60,8.80,21.60,3.20,1015.30,1019.10,1015.30,1017.50,8.30,9.40,0.00
90.00,12.70,5.90,17.40,0.00,5.30,1.90,2.10,39.00,5.50,1015.10,1019.90,1014.80,1017.30,8.10,8.70,0.00
90.00,13.30,8.80,19.40,0.00,5.00,1.80,5.20,59.60,8.90,1007.90,1015.00,1006.70,1010.10,9.00,13.00,0.00
90.00,9.10,5.20,14.30,0.00,5.50,1.70,3.00,66.10,7.60,1013.80,1020.30,1009.90,1016.00,8.30,9.70,0.00
90.00,6.40,1.90,8.60,0.00,4.10,1.70,1.50,71.80,6.90,1020.70,1024.60,1020.30,1023.00,0.00,6.30,0.00
90.00,7.80,0.40,12.50,0.00,5.50,2.00,1.90,69.10,7.10,1019.20,1025.20,1017.10,1021.50,10.80,8.80,0.00
90.00,10.10,4.30,16.10,0.00,4.90,1.90,1.90,51.50,5.70,1014.30,1020.40,1013.80,1016.50,4.40,8.80,0.00
90.00,4.60,1.80,6.30,2.10,3.10,1.40,1.30,79.00,6.70,1018.90,1023.90,1019.60,1021.20,0.00,6.50,0.00
90.00,5.10,0.80,9.40,0.00,4.30,2.10,2.30,59.30,5.20,1023.50,1027.10,1023.90,1025.70,9.00,6.50,0.00
90.00,4.70,0.70,10.20,0.00,3.50,1.60,0.30,74.10,6.30,1022.00,1027.10,1022.40,1024.20,5.70,5.80,0.00
90.00,6.80,0.90,12.00,0.00,2.70,1.30,0.60,65.30,6.40,1017.60,1022.40,1018.20,1019.90,11.00,8.90,0.00
90.00,9.40,2.80,14.00,0.00,4.00,1.50,0.60,50.10,6.00,1014.60,1018.30,1015.50,1016.80,11.00,9.60,0.00
90.00,14.00,7.50,20.40,0.00,5.10,1.80,5.30,27.30,4.20,1015.60,1019.60,1016.10,1017.80,10.90,11.80,0.00
90.00,16.00,11.40,21.50,0.00,7.30,3.70,0.80,33.30,5.90,1011.70,1017.90,1009.40,1013.90,5.10,14.30,0.00
90.00,13.30,9.00,21.00,0.00,6.90,2.20,1.40,46.60,6.90,1014.70,1018.20,1015.00,1016.90,11.20,14.30,0.00
90.00,14.40,9.00,19.90,0.00,7.00,2.30,0.50,37.30,6.00,1012.20,1017.50,1012.00,1014.40,9.70,14.90,0.00
90.00,8.90,6.90,15.10,0.00,6.90,2.80,3.90,75.40,8.30,1015.20,1020.60,1013.00,1017.40,6.70,12.40,0.00
90.00,9.60,6.70,13.30,0.00,4.80,1.90,6.90,84.30,10.00,1015.60,1020.50,1014.20,1017.80,7.30,14.80,0.00
90.00,8.70,6.30,9.90,2.10,4.90,1.50,7.60,93.50,10.40,1016.80,1022.70,1015.80,1019.00,0.00,10.60,0.00
90.00,9.00,4.20,14.30,0.00,4.40,2.00,6.30,84.10,9.60,1011.80,1016.60,1011.90,1014.00,10.00,13.00,0.00
90.00,15.80,7.00,23.40,0.00,6.40,2.30,0.70,36.80,5.90,1010.10,1014.90,1009.80,1012.30,11.40,15.20,0.00
90.00,12.60,9.10,16.00,0.00,4.30,1.70,7.00,70.80,10.20,1013.30,1019.40,1009.70,1015.50,7.20,15.20,0.00
90.00,12.00,9.30,16.30,10.40,4.80,1.60,9.20,85.60,11.70,1005.70,1010.90,1006.10,1007.90,4.80,14.40,0.00
90.00,17.60,10.50,23.00,0.00,7.40,2.80,1.20,32.80,6.20,1008.40,1013.70,1007.10,1010.60,11.90,14.10,0.00
90.00,18.30,10.30,24.10,0.00,7.90,3.80,3.30,40.80,8.30,1007.50,1012.30,1007.40,1009.60,8.80,16.20,0.00
90.00,8.20,5.80,10.40,0.20,6.90,2.60,2.10,66.80,7.20,1015.40,1021.40,1012.10,1017.60,0.00,10.30,0.00
90.00,7.60,3.60,11.80,0.00,5.20,2.30,1.80,68.60,7.00,1019.80,1023.50,1021.10,1022.00,4.50,11.90,0.00
90.00,8.70,3.90,12.00,0.00,3.50,1.40,5.30,79.80,9.00,1012.30,1021.30,1008.60,1014.50,2.20,11.80,0.00
90.00,14.40,8.70,19.90,0.00,4.90,1.80,9.10,71.80,11.60,1003.30,1008.80,1003.50,1005.50,6.70,16.30,0.00
90.00,13.60,7.60,21.00,0.00,7.80,1.70,7.20,69.10,10.20,1008.90,1020.40,1005.40,1011.10,11.10,17.80,0.00
90.00,11.10,4.70,15.60,0.00,8.70,3.20,5.50,69.10,9.10,1016.30,1021.90,1015.40,1018.50,11.40,15.20,0.00
90.00,14.00,8.40,22.40,32.30,5.20,1.80,7.90,70.60,10.80,1005.60,1016.40,994.20,1007.70,5.40,15.00,0.00
90.00,14.00,10.90,18.00,11.20,10.40,4.70,3.90,54.80,8.50,994.70,1007.70,983.10,996.80,10.20,13.70,0.00
90.00,11.90,6.60,19.90,11.40,7.50,3.50,1.90,55.60,7.30,1008.90,1015.10,1006.70,1011.10,9.20,12.90,0.00
90.00,10.90,6.50,15.60,0.00,5.50,2.40,6.20,73.60,9.50,1018.50,1022.90,1014.30,1020.70,11.60,14.60,0.00
90.00,14.70,8.20,21.00,0.00,4.30,1.50,5.20,54.50,8.90,1014.10,1021.80,1012.50,1016.30,2.00,13.70,0.00
90.00,11.40,9.30,15.20,9.90,4.70,1.40,11.00,97.50,13.10,1003.70,1013.60,1002.40,1005.90,0.00,14.00,0.00
90.00,20.30,9.00,29.30,0.00,5.80,2.30,6.70,43.90,9.90,1002.20,1009.20,1001.10,1004.20,11.10,17.50,0.00
90.00,16.30,11.70,19.80,0.00,3.90,2.00,2.90,28.80,5.10,1009.20,1012.80,1009.20,1011.30,10.30,15.90,0.00
90.00,12.70,6.80,17.70,0.00,3.40,1.40,1.20,47.40,6.70,1014.50,1018.60,1012.80,1016.60,12.20,15.80,0.00
90.00,15.90,6.10,23.80,0.00,6.60,2.30,5.20,51.10,9.00,1013.30,1017.10,1013.30,1015.40,11.90,16.60,0.00
90.00,12.20,9.00,19.30,0.00,8.00,4.10,6.60,70.90,9.70,1017.60,1021.20,1014.50,1019.80,7.40,14.80,0.00
90.00,9.20,8.50,10.30,0.00,4.60,2.50,6.20,81.90,9.50,1013.20,1019.90,1011.50,1015.40,0.00,11.50,0.00
90.00,9.30,6.40,13.80,0.00,4.40,1.90,6.20,81.90,9.50,1008.60,1012.50,1009.60,1010.80,9.70,13.40,0.00
90.00,12.70,5.20,19.10,0.00,4.50,1.70,6.90,70.30,10.00,1008.60,1012.50,1008.40,1010.70,11.90,17.30,0.00
90.00,17.20,11.00,23.00,0.00,7.70,2.90,8.90,62.40,11.40,1005.90,1011.00,1004.30,1008.00,6.00,18.20,0.00
90.00,13.90,10.30,20.90,0.00,5.80,2.60,9.30,78.30,11.80,1009.90,1014.70,1008.00,1012.10,1.50,16.60,0.00
90.00,13.00,9.10,18.90,2.70,4.50,1.60,10.80,87.50,13.00,1009.00,1015.20,1006.60,1011.20,7.90,18.70,0.00
90.00,14.40,11.60,20.60,3.80,8.80,3.20,9.00,73.50,11.90,988.60,1006.60,984.30,990.70,1.10,14.00,0.00
90.00,16.90,12.20,21.30,0.60,10.70,6.60,2.70,39.80,7.50,993.30,1006.70,986.60,995.40,5.80,16.80,0.00
90.00,18.20,13.30,25.10,0.00,8.90,3.10,2.70,39.50,7.70,1008.90,1013.50,1006.60,1011.00,6.60,17.90,0.00
90.00,13.60,11.20,20.40,0.50,5.00,1.90,9.70,80.00,12.10,1002.50,1009.00,1000.80,1004.70,0.60,14.20,0.00
90.00,18.00,13.00,24.70,0.00,5.70,2.00,6.70,49.90,9.90,1008.80,1017.00,1005.50,1010.90,12.30,20.80,0.00
90.00,15.60,10.90,20.80,0.00,4.10,1.40,9.70,70.00,12.10,1013.90,1018.90,1013.30,1016.10,11.90,20.70,0.00
90.00,15.50,12.00,21.60,0.00,5.10,1.30,10.70,74.40,12.80,1008.20,1013.50,1008.20,1010.30,2.20,19.40,0.00
90.00,11.50,10.20,14.10,20.50,6.00,3.30,10.80,95.80,12.90,1007.70,1011.50,1008.00,1009.90,0.00,13.20,0.00
90.00,13.10,9.10,17.50,0.20,6.10,2.50,8.50,76.50,11.20,1006.50,1009.60,1007.20,1008.70,12.90,18.00,0.00
90.00,19.30,10.40,25.70,0.00,7.50,2.20,8.60,54.00,11.40,1006.80,1011.00,1006.70,1008.90,12.50,19.60,0.00
90.00,15.50,8.70,21.70,0.00,9.90,2.90,6.80,57.00,10.10,1018.00,1024.40,1008.90,1020.20,9.90,19.60,0.00
90.00,13.10,7.30,17.00,0.00,4.60,2.00,9.70,80.90,12.20,1021.60,1027.30,1020.20,1023.80,11.30,19.30,0.00
90.00,12.90,11.20,15.30,4.70,4.60,2.20,11.10,89.40,13.20,1007.40,1020.20,1002.70,1009.50,5.10,18.90,0.00
90.00,18.70,11.20,23.90,0.70,7.20,3.30,2.70,40.00,7.70,1003.40,1009.00,1002.30,1005.60,10.60,18.70,0.00
90.00,21.30,13.80,28.10,0.00,5.10,1.90,5.90,38.00,9.40,1010.70,1014.90,1009.00,1012.80,13.60,22.80,0.00
90.00,21.20,15.70,28.20,0.00,5.90,2.00,8.50,46.60,11.10,1014.10,1017.10,1014.80,1016.20,12.90,25.40,0.00
90.00,19.30,13.40,27.90,0.00,4.70,1.60,10.50,61.00,12.90,1015.70,1019.40,1016.30,1017.90,13.60,25.80,0.00
90.00,13.40,10.80,17.70,0.00,3.00,1.30,12.00,91.80,14.10,1017.40,1020.30,1018.10,1019.60,11.70,22.20,0.00
90.00,15.90,9.90,20.60,0.00,3.30,1.50,11.30,75.00,13.60,1017.60,1021.30,1018.40,1019.80,12.30,24.30,0.00
90.00,16.60,11.00,21.40,0.00,3.40,1.20,12.90,79.50,15.10,1016.20,1019.50,1017.10,1018.30,12.40,25.30,0.00
90.00,17.00,13.30,20.40,0.00,3.60,1.30,15.10,89.30,17.30,1010.90,1017.50,1009.50,1013.10,8.30,24.40,0.00
90.00,18.30,13.90,23.70,1.90,5.90,1.80,13.00,73.80,15.10,1002.30,1009.50,1001.80,1004.40,4.30,19.80,0.00
90.00,22.30,16.00,26.50,0.00,6.70,2.50,11.70,51.80,13.80,1004.90,1008.00,1004.10,1007.00,12.70,26.90,0.00
90.00,21.80,18.90,24.30,0.10,4.50,1.90,12.90,58.10,15.00,1005.70,1008.90,1006.30,1007.80,0.30,20.20,0.00
90.00,19.30,16.50,23.20,0.00,4.60,1.60,13.50,70.30,15.50,1008.50,1013.50,1007.90,1010.60,9.70,25.70,0.00
90.00,22.50,16.50,29.00,0.00,6.20,2.00,11.50,52.90,13.70,1003.70,1008.10,1003.90,1005.70,13.30,29.50,0.00
90.00,21.50,15.50,27.10,0.00,3.00,1.20,11.00,52.80,13.20,1000.20,1004.60,1000.80,1002.30,7.30,27.10,0.00
90.00,17.30,14.30,26.00,0.00,5.70,2.90,13.10,80.80,15.30,1003.60,1008.60,1002.80,1005.70,6.40,24.20,0.00
90.00,21.80,16.90,26.10,0.00,4.40,1.90,11.80,55.80,14.20,1003.70,1009.60,1003.60,1005.80,10.10,27.40,0.00
90.00,17.80,14.40,21.60,0.00,3.80,1.50,13.50,77.40,15.70,1007.90,1010.70,1008.40,1010.00,13.80,27.90,0.00
90.00,18.70,12.60,23.30,0.50,5.90,2.10,11.30,63.60,13.60,1008.10,1011.90,1008.10,1010.20,13.90,28.00,0.00
90.00,23.90,15.60,29.30,0.40,5.60,2.20,12.60,53.80,14.90,1005.90,1011.30,1006.30,1007.90,12.40,28.30,0.00
90.00,21.20,17.10,26.10,0.00,3.60,1.40,12.70,60.10,14.70,1005.60,1010.40,1005.90,1007.70,2.40,24.00,0.00
90.00,16.90,15.30,19.40,0.00,8.80,3.10,14.30,85.30,16.30,1012.10,1016.60,1010.20,1014.20,4.50,23.80,0.00
90.00,18.00,15.70,21.90,0.00,4.40,1.50,15.20,84.60,17.40,1012.20,1016.10,1012.30,1014.30,3.30,24.20,0.00
90.00,18.90,16.90,22.10,0.00,4.00,1.60,17.00,89.30,19.30,1008.60,1013.10,1009.00,1010.70,4.00,27.00,0.00
90.00,19.30,17.50,22.60,0.40,3.60,1.80,18.00,92.60,20.60,1007.30,1010.70,1008.10,1009.40,2.50,26.30,0.00
90.00,19.10,16.50,21.60,0.00,5.10,1.90,17.70,91.80,20.20,1009.70,1012.70,1009.60,1011.80,5.70,25.40,0.00
90.00,19.50,15.10,23.60,0.00,5.70,2.00,17.20,87.50,19.70,1009.30,1013.30,1009.30,1011.40,10.60,28.10,0.00
90.00,22.90,17.60,27.40,0.10,4.20,1.30,18.30,76.60,21.00,1006.60,1010.40,1007.00,1008.70,7.30,27.80,0.00
90.00,21.90,17.60,29.50,30.90,5.60,2.20,19.10,85.40,22.10,1003.30,1007.40,1004.00,1005.40,4.30,26.60,0.00
90.00,18.60,17.50,21.40,0.00,5.30,2.40,16.80,89.90,19.10,1001.80,1005.10,1002.00,1003.90,0.20,21.90,0.00
90.00,18.20,16.80,20.00,1.30,4.10,1.60,16.90,92.90,19.30,1002.60,1005.40,1003.40,1004.70,0.00,20.90,0.00
90.00,19.00,17.70,22.00,8.80,3.80,1.20,18.60,98.00,21.50,998.70,1005.30,997.60,1000.80,0.80,21.10,0.00
90.00,21.70,17.70,28.00,0.00,4.60,2.20,17.10,77.50,19.50,995.40,999.40,995.90,997.50,7.80,23.10,0.00
90.00,26.50,21.80,30.50,0.00,4.30,1.90,14.80,49.30,16.90,1002.60,1008.20,999.30,1004.70,9.70,24.40,0.00
90.00,24.40,19.90,29.10,0.00,4.30,1.70,17.50,68.30,20.20,1007.70,1011.20,1007.80,1009.70,12.80,26.00,0.00
90.00,19.40,17.80,21.60,0.00,5.60,2.60,17.50,89.00,19.90,1005.50,1009.50,1005.20,1007.60,4.90,23.70,0.00
90.00,20.60,18.10,23.60,0.00,5.20,1.60,18.50,88.60,21.40,1005.00,1008.20,1006.00,1007.10,5.60,24.80,0.00
90.00,20.60,18.90,22.40,0.00,4.10,1.90,18.60,88.90,21.40,1006.60,1009.60,1007.60,1008.70,0.10,23.50,0.00
90.00,19.40,18.90,20.40,4.30,2.90,1.10,19.00,97.90,22.00,1006.00,1009.70,1007.10,1008.10,0.00,21.50,0.00
90.00,20.90,18.80,24.40,0.00,5.00,1.50,19.50,92.00,22.60,1003.70,1007.90,1003.90,1005.80,5.10,24.20,0.00
90.00,19.30,16.40,21.50,10.00,7.70,1.80,18.70,96.40,21.60,997.00,1004.00,996.30,999.10,0.20,21.60,0.00
90.00,22.80,16.70,28.20,0.00,7.90,2.30,14.30,59.80,16.30,998.40,1004.20,997.00,1000.40,9.20,23.30,0.00
90.00,23.90,18.90,29.40,0.00,3.80,1.60,15.80,62.10,18.00,1005.00,1009.30,1004.00,1007.10,14.10,26.60,0.00
90.00,21.60,18.40,25.50,0.00,2.60,0.90,17.50,78.90,20.10,1007.20,1010.20,1008.00,1009.30,3.20,23.50,0.00
90.00,19.90,18.70,23.40,0.00,3.60,1.50,18.10,90.00,20.80,1009.70,1013.30,1009.50,1011.80,2.50,24.30,0.00
90.00,21.10,19.00,24.50,0.30,2.50,1.30,19.20,89.90,22.30,1009.40,1013.00,1010.10,1011.50,6.40,26.70,0.00
90.00,22.20,19.80,25.50,5.20,3.00,1.40,20.30,89.30,23.80,1006.50,1010.70,1006.70,1008.60,8.00,27.90,0.00
90.00,22.60,19.70,27.20,80.00,5.40,1.20,20.40,88.00,24.00,1003.00,1008.00,999.80,1005.10,0.10,23.40,0.00
90.00,22.70,19.70,25.70,14.80,6.00,2.20,19.70,84.10,23.00,1001.00,1004.80,999.40,1003.10,9.30,25.80,0.00
90.00,23.90,19.90,27.90,0.00,3.60,1.10,19.70,78.00,22.90,1006.60,1010.60,1004.50,1008.70,5.50,25.00,0.00
90.00,20.20,19.10,22.20,35.70,2.60,1.20,19.60,96.50,22.80,1011.20,1015.90,1010.40,1013.30,0.10,22.30,0.00
90.00,19.10,17.20,20.60,206.40,5.50,2.50,18.70,97.60,21.60,1010.90,1015.50,1011.50,1013.00,0.00,20.30,0.00
90.00,18.10,17.00,19.90,2.30,2.90,1.30,17.40,95.80,19.80,1013.90,1016.80,1014.00,1016.00,0.00,20.50,0.00
90.00,19.50,17.80,22.60,0.00,3.50,1.30,18.10,92.10,20.80,1012.70,1016.40,1012.80,1014.80,4.30,22.30,0.00
90.00,21.20,17.40,26.10,0.00,3.00,1.20,19.90,92.90,23.30,1007.70,1013.00,1007.50,1009.80,11.90,26.10,0.00
90.00,23.10,18.20,28.10,0.00,3.30,1.10,21.00,88.80,24.90,1003.10,1007.60,1003.40,1005.20,13.50,27.60,0.00
90.00,24.30,20.80,27.20,0.00,3.40,1.00,21.50,85.30,25.70,1002.20,1005.80,1003.00,1004.20,11.30,28.80,0.00
90.00,23.10,21.00,25.70,0.00,2.50,1.10,22.10,94.50,26.60,1003.00,1006.50,1003.60,1005.00,3.50,27.20,0.00
90.00,23.10,21.70,25.90,1.20,5.20,1.70,22.20,94.80,26.70,999.90,1003.70,1000.90,1001.90,0.60,25.50,0.00
90.00,22.60,21.10,25.60,0.00,2.90,1.10,21.90,96.40,26.30,997.40,1001.40,997.80,999.50,2.30,25.90,0.00
90.00,24.20,21.80,27.80,7.30,4.50,1.20,20.70,82.30,24.50,1000.80,1006.20,999.40,1002.90,6.50,27.20,0.00
90.00,23.80,21.30,27.30,0.20,2.90,1.20,19.30,76.90,22.50,1004.00,1007.00,1005.40,1006.10,3.60,25.80,0.00
90.00,19.90,19.00,22.10,110.60,7.70,2.20,19.30,96.50,22.30,1002.10,1005.80,1003.00,1004.20,0.00,20.70,0.00
90.00,20.30,19.50,23.20,3.40,5.30,1.60,19.60,96.30,22.80,1005.00,1009.60,1004.30,1007.10,1.00,22.20,0.00
90.00,21.60,19.20,24.50,0.00,3.10,1.50,20.20,92.40,23.70,1008.20,1011.90,1009.00,1010.30,4.50,24.80,0.00
90.00,22.20,20.70,25.00,0.00,3.60,1.30,20.50,90.50,24.10,1011.10,1014.30,1011.70,1013.20,0.00,24.10,0.00
90.00,22.00,20.50,24.60,0.20,2.80,1.10,20.30,90.50,23.80,1012.60,1015.60,1013.80,1014.70,0.50,24.20,0.00
90.00,21.80,19.60,23.80,0.00,2.90,1.20,20.50,92.50,24.10,1011.60,1015.00,1012.40,1013.70,0.30,23.80,0.00
90.00,23.00,20.60,25.80,0.00,3.70,1.60,20.70,87.40,24.40,1010.20,1013.30,1010.80,1012.30,4.10,25.70,0.00
90.00,22.40,20.90,24.20,1.30,2.90,0.90,21.10,92.40,25.00,1008.20,1011.80,1009.50,1010.30,0.10,24.30,0.00
90.00,22.10,20.60,23.90,3.90,5.00,1.20,21.10,94.80,25.10,1008.20,1011.30,1009.40,1010.30,0.10,24.40,0.00
90.00,22.80,21.00,25.10,0.00,3.10,1.20,22.00,95.60,26.50,1008.40,1011.50,1009.30,1010.50,3.40,25.10,0.00
90.00,24.20,22.10,26.50,0.00,4.00,1.30,22.90,93.40,28.00,1003.80,1009.30,1003.40,1005.90,3.00,25.80,0.00
90.00,27.10,25.10,28.70,0.00,2.50,1.10,22.30,76.00,27.00,1000.60,1003.70,1001.50,1002.60,0.00,25.30,0.00
90.00,27.20,23.90,30.30,2.60,3.70,1.30,23.70,82.50,29.50,1002.20,1006.70,1002.40,1004.20,10.00,29.10,0.00
90.00,27.90,25.10,31.90,0.20,5.10,1.50,22.20,71.90,26.90,1005.20,1008.40,1006.00,1007.20,3.90,26.60,0.00
90.00,28.10,25.50,31.20,0.00,2.10,1.10,24.80,82.80,31.30,1007.80,1011.10,1007.90,1009.90,11.80,30.00,0.00
90.00,26.40,23.50,29.40,7.70,5.70,1.20,24.80,91.60,31.40,1009.10,1012.60,1009.30,1011.20,4.00,29.60,0.00
90.00,26.00,23.30,28.80,26.80,3.40,1.20,24.30,90.90,30.40,1008.10,1011.20,1008.20,1010.20,7.80,28.30,0.00
90.00,26.10,23.30,28.30,0.00,4.00,1.20,24.30,90.40,30.40,1007.60,1010.40,1008.20,1009.60,4.70,28.20,0.00
90.00,26.30,23.60,29.60,0.00,2.60,1.30,24.10,88.30,30.10,1007.80,1010.50,1009.20,1009.90,10.00,29.70,0.00
90.00,26.10,22.30,29.80,0.00,2.90,1.30,23.30,85.10,28.70,1008.70,1011.50,1009.90,1010.70,12.50,29.10,0.00
90.00,25.70,20.90,29.80,0.00,3.80,1.30,22.90,85.80,28.10,1008.20,1011.10,1009.30,1010.20,13.00,29.10,0.00
90.00,25.70,20.30,29.90,0.00,4.20,1.20,22.20,82.50,26.90,1005.90,1010.10,1006.30,1008.00,13.00,29.40,0.00
90.00,28.40,23.50,33.50,0.00,3.90,1.20,24.40,79.60,30.60,1003.80,1006.80,1004.50,1005.80,11.40,31.00,0.00
90.00,25.40,23.10,29.80,8.60,5.30,1.80,23.20,88.10,28.50,1006.80,1011.10,1006.40,1008.90,6.30,27.40,0.00
90.00,25.20,22.80,28.30,0.00,3.40,1.40,21.40,80.40,25.50,1008.10,1011.20,1008.80,1010.10,9.40,27.90,0.00
90.00,26.70,21.90,31.60,0.00,4.90,1.10,23.40,83.10,28.90,1006.70,1010.20,1007.40,1008.70,12.10,29.30,0.00
90.00,28.50,25.20,32.30,0.00,3.10,0.90,24.20,78.00,30.20,1006.30,1009.80,1007.50,1008.30,12.80,31.00,0.00
90.00,28.60,24.20,33.20,0.00,2.90,0.90,24.20,78.30,30.30,1003.90,1007.70,1004.60,1005.90,13.10,32.30,0.00
90.00,30.50,25.60,35.90,0.00,4.00,1.00,24.80,72.60,31.30,1001.90,1004.80,1002.70,1003.90,9.70,32.00,0.00
90.00,28.80,26.70,34.40,0.20,2.00,0.60,25.50,83.30,32.80,1000.80,1003.80,1001.50,1002.80,2.20,29.00,0.00
90.00,28.30,26.50,30.60,0.00,4.10,1.30,25.10,83.10,31.80,1000.10,1003.00,1001.20,1002.10,3.80,31.30,0.00
90.00,25.90,22.50,29.20,5.20,6.90,1.40,23.30,86.30,28.70,1000.80,1003.60,1001.70,1002.80,6.60,28.70,0.00
90.00,26.70,23.30,30.20,0.00,3.60,1.50,23.40,82.90,28.90,1002.20,1005.50,1003.00,1004.20,11.60,30.90,0.00
