지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr),다음날
90,2014-03-03,4.1,-1.2,631,8,1223,,,,,,,9.4,140,1523,6.8,140,1508,2.7,2302,270,-0.7,45,2353,72,5.9,1023.9,1028.3,942,1024.4,1623,1026.2,11.4,10.5,,,,,,,,,0.9,0.9,3.3,-2.8,,,,,,,,,,,,,,,X
90,2014-03-04,8.1,2.8,555,13.4,1312,,,,,,,6.2,270,2344,3.9,90,1411,1.9,1682,250,-5.5,22,1236,39.4,4.3,1018.1,1025.2,1,1016.9,2224,1020.3,11.5,6,,,,,,,,,5,2.9,4.3,0.2,,,,,,,,,,,,,{햇무리}1130-1330.,,O
90,2014-03-05,0.3,-2.8,2125,7.3,1,9.83,,,,,15.1,9.8,20,520,5.9,360,520,2.7,2348,320,-3.6,31,1,76.1,4.8,1019.9,1024.9,2355,1017.4,1,1022.2,11.5,3.7,,,,10.5,1105,10.5,1105,10.6,6,5,0.3,-6.7,,,,,,,,,,,,,{비}0220-{비}{강도0}0300-{진눈깨비}0330-{눈}0530-{눈}{강도1}0600-{눈}{강도1}0900-1120. {눈}1230-1320.,,X
90,2014-03-06,1.5,-3.9,645,6.1,1531,,,,,,,10.8,320,1447,6.1,270,1447,2.4,2031,290,-12.4,24,1448,35.2,2.4,1022.6,1026.5,823,1022.2,1401,1024.9,11.6,10.6,,,,,,3,1,,1.1,1.1,-0.2,-9.5,,,,,,,,,,,,,,,X
90,2014-03-07,1,-4.2,652,4.7,1727,,,,,,,10.4,270,1713,6.6,270,2034,2.8,2434,270,-13.5,23,1055,33.3,2.2,1024.6,1029.5,1030,1024.3,1712,1026.9,11.6,10.8,,,,,,,,,0.3,0.3,1.4,-7.1,,,,,,,,,,,,,,,X
90,2014-03-08,2.8,-1.3,711,5.8,1236,,,,,,,7.6,270,26,4.5,270,110,1.9,1606,270,-8.2,29,2236,44.6,3.3,1020.3,1026.7,1,1019.3,2151,1022.6,11.6,10.8,,,,,,,,,1.5,0,3,-4.6,,,,,,,,,,,,,,,X
90,2014-03-09,2.2,-1.1,2120,4.4,22,,,,,,,12.8,340,1019,8.9,340,1028,3.5,3034,340,-9.9,30,2235,40.8,2.9,1016.7,1022.1,2358,1016.8,1519,1019,11.7,8.8,,,,,,,,,2.8,1.9,1.5,-3.5,,,,,,,,,,,,,,,X
90,2014-03-10,1.8,-2.1,548,5.9,1319,,,,,,,7.8,200,2218,3.8,360,932,2,1768,270,-8.5,29,837,47.5,3.3,1022.4,1025.9,2149,1022.1,1,1024.7,11.7,11,,,,,,,,,0,0,3.1,-4.5,,,,,,,,,,,,,,,X
90,2014-03-11,8.6,-1.6,109,13.4,1533,,,,,,,15.7,290,1732,6,270,1334,2.7,2306,290,-5.9,22,853,36,4,1019.2,1025.4,1,1017.9,1732,1021.5,11.7,2.9,,,,,,,,,5.9,2.4,3.9,-4,,,,,,,,,,,,,{연무}2030-{연무}{강도0}2100-{연무}{강도0}2400-,,O
90,2014-03-12,7.3,5.1,2346,10.9,1127,4.67,,,,,0.1,11.1,270,759,7.1,270,805,2.7,2337,270,-1.6,17,430,58.4,5.9,1015.3,1020.9,4,1015.3,1804,1017.5,11.8,0.8,,,,,,,,,8.3,5,4.7,4.2,,,,,,,,,,,,,-{연무}-0040. {햇무리}1230-1320. {비}1430-{비}{강도0}1500-{비}{강도0}1800-1830. {비}2320-{비}{강도0}2400-,,O
90,2014-03-13,3.2,0.2,2343,5.1,303,8.5,,,,,0.5,9.7,50,216,6,20,1109,4,3459,50,-2.3,55,2011,67,5.2,1015.7,1018.9,2221,1016.2,1424,1018,11.8,0.9,,,,,,,,,8.9,7.3,3.3,-1.3,,,,,,,,,,,,,-{비}-{비}{강도0}0300-{비}{강도0}0600-0830.,,X
90,2014-03-14,4,-1,225,8.3,1428,,,,,,,7.2,160,1516,5.3,140,1512,2.1,1809,270,-3.6,45,905,58.5,4.7,1015.5,1018.9,27,1015.8,1439,1017.8,11.9,9.3,,,,,,,,,4.9,4.5,4,-3.6,,,,,,,,,,,,,,,X
90,2014-03-15,10,2.9,234,15.2,1432,,,,,,,14.3,270,2050,6.6,270,2209,2.9,2483,270,-4.4,23,1321,37.3,4.5,1013,1018.8,546,1011.4,1552,1015.2,11.9,10.4,,,,,,,,,1.5,0,7.7,-1,,,,,,,,,,,,,{달무리}2010-2110.,,X
90,2014-03-16,9.2,4.3,2208,12.7,910,,,,,,,11.2,270,152,6,270,157,2.7,2337,270,1,37,905,58.4,6.6,1018.3,1023.4,1221,1013.7,2,1020.5,12,9.5,,,,,,,,,3.8,0,10.6,1.3,,,,,,,,,,,,,{햇무리}0950-1240.,,O
90,2014-03-17,9.5,4.1,653,15.9,2210,2.17,,,,,0,7.1,90,2056,4.3,140,1534,1.9,1602,320,5.7,62,2155,77.8,9.3,1013,1021.5,1,1008,2357,1015.2,12,4.7,,,,,,,,,6.5,4.3,11.4,2,,,,,,,,,,,,,{비}2150-{비}{강도0}2400-,,O
90,2014-03-18,11.7,6.4,2400,17.7,257,0.67,,,,,0,15.7,270,419,7.1,270,409,4,3431,140,4.4,45,940,61.8,8.5,1012.7,1022.2,2317,1005.9,433,1014.9,12,5.5,,,,,,,,,6.1,4.3,12,4.3,,,,,,,,,,,,,-{비}-0040. {황사}0650-{황사}{강도0}0900-{황사}{강도0}1200-1450.,,X
90,2014-03-19,7.6,3.9,546,10.7,1445,,,,,,,9.8,140,1611,7,140,1540,2.8,2389,140,2.9,58,923,73,7.5,1016.3,1021.9,53,1015.8,2400,1018.5,12.1,0.8,,,,,,,,,9.4,5.8,8.4,1,,,,,,,,,,,,,,,O
90,2014-03-20,4.8,2.5,2309,6.7,924,5.25,,,,,8,10.6,340,941,7,340,945,3.6,3109,340,1.4,69,903,79,6.8,1012.3,1017.7,2201,1012.7,1230,1014.5,12.1,1.1,,,,,,,,,9,7.3,5.7,0.8,,,,,,,,,,,,,{비}0830-0845. {소나기}0925-{소나기}/{우박}(d 0.6)1135-{소나기}{강도1}/{우박}{강도1}(d 0.6)1200-{소나기}1205-1245. {진눈깨비}1935-1950. {비}2105-2230.,,X
90,2014-03-21,5.3,1.8,105,8.7,1543,,,,,,,8.4,360,946,5.5,360,1300,2.5,2152,270,-3.7,37,1353,53.6,4.7,1016.5,1019.9,2020,1016.4,258,1018.7,12.2,11.2,,,,,,,,,2.4,2.4,6.1,-0.9,,,,,,,,,,,,,,,X
90,2014-03-22,10.3,2.4,8,14.9,1215,,,,,,,7.4,270,1142,4.6,140,1714,2.1,1830,270,-2,25,1149,43.9,5.5,1018.5,1023,2333,1018.9,236,1020.7,12.2,11.1,,,,,,,,,0.9,0.1,8.4,-0.5,,,,,,,,,,,,,,,X
90,2014-03-23,15.6,9.6,714,20.6,1443,,,,,,,10.9,250,1345,5.8,270,1222,2.7,2300,70,-0.7,26,1125,33.1,5.8,1021.3,1025.6,926,1021.7,1750,1023.4,12.2,10.6,,,,,,,,,0,0,12.5,5.9,,,,,,,,,,,,,,,X
90,2014-03-24,15.5,12,620,19,1558,,,,,,,13.5,270,1350,8.5,270,1332,4,3478,250,-2.9,19,1706,29.5,5.2,1015.9,1022.7,24,1014,2352,1018,12.3,8.4,,,,,,,,,3.4,1.3,12.8,8.9,,,,,,,,,,,,,,,X
90,2014-03-25,16.6,13.5,2315,22.9,1334,,,,,,,13.6,160,54,6,270,416,2.6,2243,160,4.6,26,1221,45.5,8.5,1009.6,1014.5,1,1009.6,1824,1011.8,12.3,7.8,,,,,,,,,6,4.1,14.9,11.4,,,,,,,,,,,,,,,X
90,2014-03-26,13.3,9.1,2356,17.3,1205,,,,,,,6.9,340,2140,5.1,340,2137,1.2,1046,360,6.4,45,1633,64.1,9.7,1007.7,1013,2351,1008.5,1353,1009.8,12.4,5.7,,,,,,,,,6.6,4,14.6,7.6,,,,,,,,,,,,,{박무}2130-{박무}{강도0}2400-,,X
90,2014-03-27,12.6,6.3,453,17.3,1251,,,,,,,7.3,140,1340,5.1,140,1405,2,1699,140,7,47,1815,70.8,10,1013,1016.6,944,1013,1,1015.2,12.4,10.6,,,,,,,,,0.1,0.1,14.1,3.5,,,,,,,,,,,,,-{박무}-{박무}{강도0}0300-{박무}{강도1}0600-0830.,,X
90,2014-03-28,20.1,10.9,25,26.9,1504,,,,,,,10.4,270,1309,5.5,270,1328,2,1701,250,4.1,18,1437,37.9,8.3,1011.6,1015.6,1,1011.5,1655,1013.7,12.5,9.6,,,,,,,,,4.3,2.3,17.9,8.1,,,,,,,,,,,,,{연무}0220-{연무}{강도0}0300-{연무}{강도0}0600-{연무}{강도0}0900-1130. {햇무리}1240-1330. {햇무리}1430-1520.,,O
90,2014-03-29,14.2,8.6,2231,20.8,30,4.17,,,,,0.2,11.4,340,1811,8,340,1753,3.4,2907,340,6.6,26,30,63.9,9.8,1008.3,1013.1,12,1007.7,1651,1010.4,12.5,5.2,,,,,,,,,8.4,5.5,15.4,7.7,,,,,,,,,,,,,{비}0240-{비}{강도0}0300-0310. {비}0410-0555. {비}2205- {비}{강도0}2400- {박무}1830-2015.,,O
90,2014-03-30,8.8,5.8,2251,11.7,1543,2.67,,,,,5,11.8,320,550,7.1,340,552,3.3,2859,340,4.6,60,1254,75.6,8.5,1009.8,1015.1,2302,1008,321,1012,12.5,6.5,,,,,,,,,4.9,3.5,10.8,3.2,,,,,,,,,,,,,-{비}-0240. {박무}0020-0130. {박무}0230-{박무}{강도0}0300-0420.,,X
90,2014-03-31,10.2,4.5,519,15.8,947,,,,,,,7.4,160,1632,5.3,160,1650,1.8,1536,250,6.6,52,941,79.6,9.8,1013.5,1018.3,1018,1014.1,1835,1015.7,12.6,7.8,,,,,,,,,3.3,0,11.3,1.9,,,,,,,,,,,,,{햇무리}1220-1530.,,X
90,2014-04-01,11.7,7.5,2303,17.5,913,,,,,,,5.5,140,1645,3.8,140,1649,1.7,1476,290,7,31,903,76.8,10.3,1013.6,1017.4,924,1014.2,1627,1015.7,12.6,10.5,,,,,,,,,2.3,1.9,14,3.8,,,,,,,,,,,,,{박무}1530-{시정(미만)}{1km}{안개}1550-{시정(이상)}{1km}{박무}1630-{박무}{강도0}1800-{시정(미만)}{1km}{낮은안개}1855-{시정(미만)}{0.5km}{낮은안개}1910-{시정(미만)}{0.2km}{낮은안개}1940-{낮은안개}{강도2}2100-{시정(이상)}{0.2km}{낮은안개}2220-{시정(이상)}{0.5km}{낮은안개}2230-{시정(이상)}{1km}{박무}2245-2320.,4.5,X
90,2014-04-02,16.5,7.2,203,23.1,1139,,,,,,,8.9,360,2259,6.3,340,2259,2.6,2282,270,2.8,21,925,45.8,7.7,1012.5,1016,2359,1012.9,1655,1014.7,12.7,11.1,,,,,,,,,5.1,2.3,16.8,5.5,,,,,,,,,,,,,,,O
90,2014-04-03,7.7,3.9,2141,11.5,1,15.67,3,1646,10.5,1642,34,14.3,20,2038,8.3,20,2047,4,3491,340,5.7,72,2347,87.6,9.3,1013.3,1017.2,910,1011.6,1610,1015.5,12.7,0,,,,,,,,,9.5,6.6,8.4,2.9,,,,,,,,,,,,,{비}0640-0730. {비}0910-{비}{강도0}1200-{비}{강도0}1500-{비}{강도1}1800-{비}{강도0}2100-{비}{강도0}2400- {박무}0720-{박무}{강도0}0900-{박무}{강도0}1200-{박무}{강도0}1500-{박무}{강도1}1800-{박무}{강도0}2100-2320. {천둥}{강도0}(sw)1745.,,O
90,2014-04-04,4.3,1.9,2322,7.8,958,10.17,1,531,2.5,453,3.5,10.1,250,311,5.6,340,58,2.2,1883,20,0.9,51,1307,79.3,6.5,1011.2,1015.7,1,1012.2,409,1013.4,12.7,4.4,,,,,,,,,7.9,6.4,5.6,-0.3,,,,,,,,,,,,,-{비}-{소나기}0205-{소나기}/{우박}(d 0.5)0210-{소나기}0220-{비}0230-{비}{강도0}0300-{소나기}0503-{소나기}/{우박}(d 0.5)0505-{소나기}0520-{비}0530-{비}{강도0}0600-0720. {비}1450-{비}{강도0}1500-1740.,,O
90,2014-04-05,4.3,0.7,620,9.7,940,7.17,1,1452,2,1416,3,11,340,1234,6.5,360,1235,2,1742,270,0.4,49,946,77.6,6.3,1011.6,1015.6,2319,1012.9,1759,1013.8,12.8,5.8,,,,,,,,,5.8,5,4.4,-1.1,,,,,,,,,,,,,{비}1230-{진눈깨비}1450-{진눈깨비}{강도0}1500-{비}1530-{비}{강도0}1800-1940.,,X
90,2014-04-06,8.2,1.5,610,13.3,1415,,,,,,,11.5,360,344,6.9,360,353,3.1,2705,270,-2.9,27,1338,47.3,5,1014.3,1019.4,925,1013.9,1921,1016.5,12.8,12,,,,,,,,,0.5,0.5,8,-1.2,,,,,,,,,,,,,,,X
90,2014-04-07,17.3,11,140,21.9,1513,,,,,,,20.4,250,1144,11.3,270,1308,4.8,4188,270,-0.8,21,333,29.4,5.9,1008.8,1015.1,1,1008.3,1231,1010.9,12.9,10.5,,,,,,,,,3,1.4,13.3,7.2,,,,,,,,,,,,,,,X
90,2014-04-08,12.8,8.6,2337,16.6,1,,,,,,,10.9,270,29,5.8,270,38,2,1724,140,5.5,31,143,63.3,9.2,1013.5,1018.1,954,1013,31,1015.7,12.9,11.2,,,,,,,,,0,0,14.5,5.9,,,,,,,,,,,,,{박무}2330-{박무}{강도0}2400-,,X
90,2014-04-09,17.5,8.6,31,23.2,1748,,,,,,,9.3,270,1904,6,160,1538,2.4,2114,110,2.1,19,2036,40.1,7.3,1011.1,1015.3,29,1010.1,1647,1013.2,12.9,11.1,,,,,,,,,2.5,1,16.1,5.5,,,,,,,,,,,,,-{박무}-0230.,,X
90,2014-04-10,11.2,6.4,2357,19.2,148,,,,,,,9.6,50,309,5.6,50,313,2.8,2435,110,2.3,24,20,56.3,7.4,1018.6,1024,1038,1013.2,1,1020.7,13,6.2,,,,,,,,,8.1,2.9,14.5,5.3,,,,,,,,,,,,,{달무리}2010-2240.,,X
90,2014-04-11,9.8,5,310,13.9,1255,,,,,,,5.1,140,1749,3.7,140,1752,1.9,1683,290,5.7,61,754,76.3,9.3,1018.1,1023.1,937,1018.1,2251,1020.3,13,10.8,,,,,,,,,3.1,0,12.6,3.3,,,,,,,,,,,,,,,X
90,2014-04-12,11.3,7.4,14,12.7,1151,,,,,,,6.9,360,253,4.6,340,256,2.1,1788,360,8.8,77,841,85.4,11.4,1016.3,1020.2,932,1016.9,1812,1018.5,13.1,4,,,,,,,,,8.6,3.6,12.1,5.8,,,,,,,,,,,,,{박무}2320-{박무}{강도0}2400-,,X
90,2014-04-13,11.9,9.6,46,14.6,1639,,,,,,,6,20,1254,4.1,20,1309,1.8,1561,20,10.3,79,1221,90.5,12.5,1017.3,1020.7,2348,1017.5,25,1019.5,13.1,6.8,,,,,,,,,6.8,3.9,14.7,7.4,,,,,,,,,,,,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-1050. {박무}2030-{박무}{강도0}2100-{박무}{강도0}2400-,,X
90,2014-04-14,14.1,8.7,642,21,2139,,,,,,,10.7,270,2135,6,140,1347,2.5,2159,140,9.3,37,2244,76.5,11.8,1015.8,1020.9,24,1015,1754,1018,13.2,8.7,,,,,,,,,4.3,4.1,15.4,7.7,,,,,,,,,,,,,-{박무}-0050. {박무}0510-{시정(미만)}{1km}{안개}0550-{안개}{강도0}0600-{시정(이상)}{1km}{박무}0650-{박무}{강도0}0900-0930. {박무}1040-{박무}{강도0}1200-1220.,1,X
90,2014-04-15,21,14.2,2040,27,1451,,,,,,,11.8,290,812,7,270,1354,3.3,2891,270,7.3,29,314,43.8,10.4,1011.4,1015.2,1100,1011.5,1809,1013.5,13.2,10.4,,,,,,,,,3.1,1.1,19.9,12.5,,,,,,,,,,,,,{연무}1020-{연무}{강도0}1200-{연무}{강도0}1500-{연무}{강도0}1800-{연무}{강도0}2100-{연무}{강도0}2400-,,X
90,2014-04-16,13.4,10.9,2125,18.1,112,,,,,,,9.3,360,939,5.8,340,939,2.5,2117,340,8.6,51,110,73.8,11.2,1012.2,1017.6,1021,1011.6,1902,1014.4,13.2,10.2,,,,,,,,,3.6,0.4,17.2,8.9,,,,,,,,,,,,,-{연무}-{연무}{강도0}0300-0435. {박무}0440-{박무}{강도0}0600-{박무}{강도0}0900-1120.,,O
90,2014-04-17,11.7,9.7,2313,13.7,1030,3.83,0.1,,0.2,,0.3,7.5,360,1607,4.8,360,1042,2.6,2259,290,8.7,66,1447,82.6,11.3,1013.2,1017.7,2344,1012.4,18,1015.4,13.3,5.3,,,,,,,,,7.3,3.4,14.1,8.9,,,,,,,,,,,,,{박무}0330-{박무}{강도0}0600-0730. {비}2010-{비}{강도0}2100-{비}{강도0}2400-,,O
90,2014-04-18,11.1,8.8,2358,14.5,1300,0.2,0,,0,,0,8,340,856,5.6,340,859,2.3,1973,90,5.7,57,1640,69.8,9.1,1017,1022.5,2350,1016.7,311,1019.2,13.3,5.5,,,,,,,,,7.3,5.1,15.2,6.7,,,,,,,,,,,,,-{비}-0012.,,X
90,2014-04-19,10.7,7.4,503,13.3,1057,,,,,,,9.2,160,1851,6.2,110,1552,2.7,2293,270,5.4,60,1017,70.3,9,1021.5,1025.3,1150,1022.5,1,1023.7,13.3,1.2,,,,,,,,,8.8,6.1,11.6,6.3,,,,,,,,,,,,,,,X
90,2014-04-20,11.7,7.9,624,15.2,1159,,,,,,,9.7,140,1326,7.1,140,1335,3.4,2966,140,6.3,53,1026,70.8,9.6,1015.4,1022.9,10,1013.7,2252,1017.6,13.4,10.5,,,,,,,,,2.8,1.4,16,6.8,,,,,,,,,,,,,,,X
90,2014-04-21,15.1,9,9,19.6,1045,,,,,,,8.2,270,745,4.5,340,1126,2.4,2044,290,4.4,29,1030,50,8.4,1011.3,1014.5,715,1011.8,1848,1013.5,13.4,9.7,,,,,,,,,5.1,2.6,18.6,7.6,,,,,,,,,,,,,,,X
90,2014-04-22,15.6,9.4,131,20.3,1500,,,,,,,6.1,160,1630,4.4,140,1620,1.8,1569,270,2,30,2140,40.5,7.1,1012.1,1015.1,643,1012.7,1602,1014.2,13.5,11.2,,,,,,,,,3.1,2.1,19.9,6.7,,,,,,,,,,,,,,,X
90,2014-04-23,18.1,13,2136,22.9,1452,,,,,,,7,160,1702,4.8,160,1703,2,1705,110,2.5,23,1505,36.5,7.4,1014.1,1017.6,2300,1014.4,1,1016.3,13.5,11.8,,,,,,,,,1.4,0.5,20.8,7.4,,,,,,,,,,,,,,,X
90,2014-04-24,18.5,12.9,544,23.4,1033,,,,,,,7.8,160,1610,5.3,160,1741,1.9,1650,110,5.6,30,1836,43.8,9.2,1017.8,1021.5,1012,1017.5,2,1020,13.5,10.7,,,,,,,,,2.9,1.3,20.9,8.7,,,,,,,,,,,,,,,X
90,2014-04-25,19.2,13,437,24.8,1223,,,,,,,7.9,270,36,5.4,160,1539,2.2,1886,270,3.7,22,1811,37.3,8,1019.4,1023.2,913,1020.1,1629,1021.6,13.6,11.1,,,,,,,,,0.3,0,22,8.7,,,,,,,,,,,,,,,X
90,2014-04-26,18.9,12.2,446,23.2,2352,,,,,,,9.6,250,2354,4.2,230,2355,1.6,1375,110,6.8,25,2353,47.4,10.1,1018.3,1021.7,743,1019.4,1539,1020.5,13.6,6.9,,,,,,,,,8.1,5.4,21.6,9,,,,,,,,,,,,,,,O
90,2014-04-27,17.1,13.8,2400,23.1,16,9.83,0.5,1136,0.5,1046,1.5,10.4,270,840,5.7,270,923,2.2,1915,160,10.2,26,14,67,12.6,1017.2,1021.5,1040,1017.9,1805,1019.4,13.6,0,,,,,,,,,10,7.6,16.7,13.3,,,,,,,,,,,,,{비}0705-{비}{강도0}0900-0905. {비}1005-{비}{강도0}1200-1355. {비}1550-1710. {비}2120-{비}{강도0}2400- {박무}2110-{박무}{강도0}2400-,,O
90,2014-04-28,13.6,12.9,444,14.4,938,24,0.5,233,1.5,1045,10.5,8.5,90,1333,6.3,90,1326,2.7,2305,90,13.1,91,1221,97,15.1,1016.3,1019.7,952,1017.5,1744,1018.5,13.7,0,,,,,,,,,10,6.6,14.5,12.5,,,,,,,,,,,,,-{비}-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400- -{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-0950. {박무}1120-{박무}{강도0}1200-{박무}{강도0}1500-{박무}{강도0}1800-{박무}{강도0}2100-{박무}{강도0}2400-,,O
90,2014-04-29,12,10.2,1744,13.7,47,24,1,1221,5,1630,41,10,270,1715,5.9,360,1223,3.8,3282,340,11.7,93,1322,98.6,13.8,1012.4,1017.9,16,1012.6,2342,1014.6,13.7,0,,,,,,,,,10,8.3,12.1,10.2,,,,,,,,,,,,,-{비}-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-{비}{강도0}1500-{비}{강도1}1800-{비}{강도1}2100-{비}{강도0}2400- -{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-{박무}{강도0}1200-{박무}{강도0}1500-{박무}{강도0}1800-{박무}{강도0}2100-2330.,,O
90,2014-04-30,11.7,9.4,410,14.2,1800,8.25,0.5,38,2.5,242,5,11.8,320,351,7.3,340,411,2.7,2374,340,8,45,1247,79.1,10.7,1009.6,1012.7,1037,1010.5,1817,1011.8,13.8,1,,,,,,,,,8.1,6.8,11.9,8.2,,,,,,,,,,,,,-{비}-{비}{강도0}0300-0530. {비}0755-{비}{강도0}0900-1040.,,X
90,2014-05-01,16.1,8.1,519,23,2000,,,,,,,7.7,250,2342,4.2,140,1601,2,1733,250,10.5,37,1950,73.1,12.9,1007.8,1011.6,6,1007.9,1700,1009.9,13.8,12.2,,,,,,,,,0.4,0.1,17.7,6.1,,,,,,,,,,,,,,,X
90,2014-05-02,22.3,16.7,157,28.4,1523,,,,,,,16.7,290,2341,8.4,250,2346,3,2619,250,5.9,22,1444,35.4,9.4,1004.7,1010.4,1,1002.9,1938,1006.8,13.8,9,,,,,,,,,5.3,2.3,21,12.2,,,,,,,,,,,,,,,X
90,2014-05-03,16.4,13,618,21.5,1327,,,,,,,22.5,270,154,11.9,270,503,5.7,4882,270,1.9,19,1321,38.9,7.2,1011.2,1016.8,2145,1003.3,1,1013.4,13.8,13.3,,,,,,,,,1.4,0.5,20.2,10.4,,,,,,,,,,,,,,,X
90,2014-05-04,16.6,11.4,2352,22.9,1313,,,,,,,12.7,200,2153,7.4,270,1824,2.8,2446,250,1.3,20,609,36.8,6.8,1009,1016.6,1,1006.5,1727,1011.1,13.9,6.9,,,,,,,,,5.3,2.9,18.5,10,,,,,,,,,,,,,,,O
90,2014-05-05,12.5,9.8,526,17.2,1540,0.42,0,,0,,0,18.8,270,216,10.5,270,234,6.1,5239,270,-1,24,1438,40.4,5.7,1010.1,1016.9,2329,1005.1,325,1012.3,13.9,12.7,,,,,,,,,1.3,1.3,15.4,8.9,,,,,,,,,,,,,{비}1705-1710. {비}1725-1730. {비}1735-1740. {비}2340-2350.,,X
90,2014-05-06,15.5,8.8,309,21.6,1526,,,,,,,12.9,290,1053,6.8,270,952,3.7,3171,250,-2.2,19,2105,31.5,5.3,1012.6,1016.9,723,1012.2,1636,1014.8,14,12.7,,,,,,,,,1.8,1,19.3,5.6,,,,,,,,,,,,,,,X
90,2014-05-07,16.5,12.5,127,23.2,1238,,,,,,,8.9,250,2338,5.1,90,1346,1.9,1673,50,3.5,19,1237,43.6,8.1,1008.9,1015.1,130,1008.1,2159,1011,14,6.4,,,,,,,,,6.9,4.5,18.1,9.8,,,,,,,,,,,,,,,O
90,2014-05-08,13.4,11,1024,18.5,6,9.92,1.5,1006,7,1008,11,8,340,522,5.6,340,528,1.8,1589,340,10.8,40,1,85.3,13,1007,1014.5,2201,1005.7,438,1009.2,14,4.5,,,,,,,,,7.6,6.8,17.4,9.5,,,,,,,,,,,,,{비}0055-0115. {비}0205-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-{소나기}0950-{비}1040-1135. {비}1955-2000. {천둥}{강도0}(NW)0920-{천둥}{강도1}(NW)0940-{뇌전}{강도0}(NW 5~6)0945-{뇌전}{강도1}(NW 3~4)0950-{뇌전}{강도0}(NW{이동}N 4~5)1004-{뇌전}{강도1}(N 3~4)1015-{뇌전}{강도2}(N 2~3)1030-{뇌전}{강도1}(N{이동}NE 4~5) 1040-{뇌전}{강도0}(NE 5~6)1110-1123. {박무}0930-1130. {박무}2340-{박무}{강도0}2400- {무지개}1740-1810.,,X
90,2014-05-09,13.8,9,309,18.7,1429,,,,,,,6.5,360,1022,4.3,360,1030,2,1687,270,5.9,36,1727,61.3,9.4,1016,1021.9,2253,1013.9,159,1018.2,14.1,13,,,,,,,,,2,1.6,18,6.3,,,,,,,,,,,,,-{박무}-{박무}{강도0}0300-0350.,,X
90,2014-05-10,13.7,8.2,507,18,1147,,,,,,,6.4,180,1814,3.9,160,1810,1.6,1406,140,8.6,52,1007,72.5,11.3,1019.7,1023.9,947,1020,1819,1021.9,14.1,12.9,,,,,,,,,0.3,0,19,5.5,,,,,,,,,,,,,,,O
90,2014-05-11,13.5,8.8,533,17.8,1030,4.67,1,2216,4,2156,8.5,10.5,110,1241,6.5,140,1248,2.2,1921,140,11,54,1031,86.1,13.2,1012.4,1020.8,1,1005.5,2356,1014.6,14.1,6.4,,,,,,,,,6.8,3.5,16.5,6.6,,,,,,,,,,,,,{햇무리}1240-1340. {비}1920-{비}{강도0}2100-{비}{강도0}2400- {박무}2215-{박무}{강도0}2400-,,O
90,2014-05-12,17.9,12.8,351,22.4,1630,5.33,1,1,2.5,1,3.5,16.2,290,1344,7.2,270,2034,3.2,2739,250,9.9,37,1723,64.8,12.4,998.9,1005.5,6,997.7,1536,1001,14.2,11.2,,,,,,,,,5.3,4.6,19.3,12.9,,,,,,,,,,,,,-{비}-{비}{강도0}0300-0520. -{박무}-{박무}{강도0}0300-0540.,,X
90,2014-05-13,24.4,17.7,129,29.8,1712,,,,,,,19.9,250,1118,10.2,270,805,5.7,4902,270,6.4,22,1206,32.8,9.6,999.8,1004.4,353,1000.1,1204,1001.8,14.2,12.5,,,,,,,,,3.1,0.4,22.6,15.5,,,,,,,,,,,,,,,X
